Date,MVO_MaxSharpe,RiskParity,HRP,EqualWeight,BM_KODEX200,BM_SP500_KRW,BM_6040_Global
2019-01-31,0.047595788316581,0.04283871421890841,0.043832130249833935,0.0589594800308644,0.09198635405866407,0.07300265973335263,0.048644945547358126
2019-02-28,0.010656869871662604,0.012551169062071803,0.01298200296395121,0.01051437417339739,-0.007579461200212689,0.038094324000760516,0.010482318146210865
2019-03-31,0.037150869921422025,0.01672075927055948,0.016077860909116636,0.014287983738784201,-0.02187142608886672,0.0356488380177431,0.008301255525724438
2019-04-30,0.04179955811015276,0.031099614275938818,0.024836703628404615,0.039967382076636034,0.028087592785728255,0.06330576242906427,0.027604065570593733
2019-05-31,-0.03128516375638301,-0.01178748780315974,-0.015982546291987233,-0.031010604409377515,-0.07474992140471315,-0.0398640252915744,-0.030514063968704264
2019-06-30,0.03419080054131054,0.025566266678684224,0.02834445948812049,0.04265731027482627,0.055187019141629046,0.040002003807499964,0.030523812347435442
2019-07-31,0.01730519671777285,-0.0009613016404185703,0.017071720082990332,0.00017990921202578822,-0.03919691051972163,0.03720513541588888,0.004158605861943165
2019-08-31,0.030998763320809232,0.022858162959431123,0.02814990631758324,0.017515394418696276,-0.02980849637321281,0.0053346291563569626,-0.004405890677355639
2019-09-30,-0.018506113980686044,0.00023308660901547778,0.0018706099670251124,0.004924951210077983,0.06009648704191983,0.015023850747962975,0.019280785621458643
2019-10-31,-0.0015526099116813562,-0.0037272412255494975,-0.002753307421995685,0.0026863899792851165,0.01092743426381837,-0.010389216821498515,-0.005068428904044719
2019-11-30,0.024996106475504393,0.016335868017613945,0.016442448965059486,0.027859906342870833,0.0014461209216252158,0.04805025345577385,0.017639663633762393
2019-12-31,0.014501731002666746,0.04630500930086541,0.015839220178243713,0.0452011448443446,0.07509026312043021,0.010992256359952934,0.024959404766415092
2020-01-31,0.05721821958793049,0.006793460411304375,0.027207843898231658,0.019510088734076787,-0.029095446175189443,0.026195269982893343,0.0024242821049301985
2020-02-29,-0.015084676567998516,-0.06518337512064624,-0.02611714929983322,-0.03463795678874631,-0.05802881534208293,-0.06040183714678338,-0.03075523779803539
2020-03-31,-0.024461928761358297,-0.08400077428756703,-0.0404495196356755,-0.06015514379267816,-0.11419635054350163,-0.11664263736055525,-0.07310409741635543
2020-04-30,0.06714232902260003,0.13745562477772133,0.07682256120148491,0.12115940885183746,0.08990720078504277,0.11600596870953828,0.06329972057672793
2020-05-31,0.0318688329458093,0.040078566306024334,0.03953340103611424,0.054576716134527026,0.03698678155358759,0.07117165535754477,0.03611203783185177
2020-06-30,0.041313232113657235,0.0486349002321886,0.019318675966513814,0.06640823970259546,0.048365994562522996,-0.014730226597289509,0.010493673632507182
2020-07-31,0.01544261026464042,0.059460971323166176,0.042274161380042294,0.06325823687457424,0.06820936510074183,0.05100271671562662,0.038170978919500886
2020-08-31,0.013283416125804907,0.061253172723953336,0.02939013929472665,0.08890660170953534,0.027230456645032985,0.06083027512701755,0.02215288690534587
2020-09-30,-0.035736633804969345,-0.05002676206828386,-0.029754064909456097,-0.05572679994378503,0.011058572983892345,-0.04701535146445723,-0.008647579956910123
2020-10-31,-0.05853143320056341,-0.05059897858128916,-0.03924013603001141,-0.04775621183828229,-0.028851885020033885,-0.05694423050552844,-0.02765073423930593
2020-11-30,0.05787391550882338,0.08918077428781013,0.036093808960997106,0.10436633603720516,0.15079618292472352,0.08404941392912013,0.06837307323332778
2020-12-31,0.033976471358636476,0.06250477143520271,0.030222897527139202,0.04676971620661176,0.13882100749188142,0.020229351588042066,0.0467838078850728
2021-01-31,0.006929100005645903,0.038227578190260264,0.015244994692316593,0.04696428849405227,0.042353652283312115,0.013379185399963411,0.01670995799503599
2021-02-28,-0.042686757516204446,-0.018881155824677132,-0.01755117665754211,-0.019016659703413232,0.014103429677418289,0.03412590969331397,0.010937876125471929
2021-03-31,-0.00831623823526833,0.01591628503220413,0.009487793693639605,0.016803284378286962,0.011509239026276319,0.057720350980169144,0.019860848190930286
2021-04-30,-0.0011350193223937871,0.009887230233673671,0.006579677077484028,0.012100528666259403,0.018326341424214743,0.029022009586003872,0.013227166501188103
