Date,MVO_MaxSharpe,RiskParity,HRP,EqualWeight,BM_KODEX200,BM_SP500_KRW,BM_6040_Global
2019-01-31,0.01591528473676349,0.048655155269111364,0.028728912301959775,0.057263638106524156,0.09198635405866407,0.07300265973335263,0.048644945547358126
2019-02-28,0.0321672048950534,0.024347642674975252,0.02101724344020405,0.011476971900630756,-0.007579461200212689,0.038094324000760516,0.010482318146210865
2019-03-31,0.026088906982643434,0.017933850138867467,0.016098537991661388,0.013867245741915564,-0.02187142608886672,0.0356488380177431,0.008301255525724438
2019-04-30,0.02130107404760256,0.03205973630565315,0.024715251737861498,0.0422019017651035,0.028087592785728255,0.06330576242906427,0.027604065570593733
2019-05-31,-0.010991052895490282,-0.052923834449173514,-0.014220664041013296,-0.0318668303143789,-0.07474992140471315,-0.0398640252915744,-0.030514063968704264
2019-06-30,0.01699937309321025,0.027578892885340215,0.02325227302845924,0.03338953932715575,0.055187019141629046,0.040002003807499964,0.030523812347435442
2019-07-31,0.0267381686287423,0.0017477489539469042,0.01183337038403635,0.0009866714577674404,-0.03919691051972163,0.03720513541588888,0.004158605861943165
2019-08-31,0.0646063110565282,0.01608130435365081,0.033163324909766444,0.024908987882966725,-0.02980849637321281,0.0053346291563569626,-0.004405890677355639
2019-09-30,-0.027634022718761322,0.002881218958582201,-0.00982328512967804,-0.0021910165928025775,0.06009648704191983,0.015023850747962975,0.019280785621458643
2019-10-31,-0.01608153991698781,-0.011746017743860722,-0.003630515547406679,-0.004775292841017843,0.01092743426381837,-0.010389216821498515,-0.005068428904044719
2019-11-30,0.022826880106066982,0.020333929382653142,0.013530221617508888,0.02666208624261227,0.0014461209216252158,0.04805025345577385,0.017639663633762393
2019-12-31,0.011118384382799364,0.03713347579798242,0.02421267543782232,0.04238193595543558,0.07509026312043021,0.010992256359952934,0.024959404766415092
2020-01-31,0.06016425988444322,0.023391954190737668,0.035167737137470303,0.028443650356626247,-0.029095446175189443,0.026195269982893343,0.0024242821049301985
2020-02-29,-0.005128179508619808,-0.04516759746753394,-0.016162983234408335,-0.018604007837459555,-0.05802881534208293,-0.06040183714678338,-0.03075523779803539
2020-03-31,-0.024439131137654613,-0.08141931942014181,-0.0364395375506366,-0.05279987877762351,-0.11419635054350163,-0.11664263736055525,-0.07310409741635543
2020-04-30,0.09485359384860999,0.12338823106762682,0.07768547235646228,0.10569867777364901,0.08990720078504277,0.11600596870953828,0.06329972057672793
2020-05-31,0.030803701071233713,0.05379720692611646,0.040635427537693704,0.05382904019277698,0.03698678155358759,0.07117165535754477,0.03611203783185177
2020-06-30,0.006735669274803073,0.024234496689657905,0.022140099264793735,0.04618853253675509,0.048365994562522996,-0.014730226597289509,0.010493673632507182
2020-07-31,0.058296083722403566,0.05874947682370754,0.05893956159650942,0.0703684994844685,0.06820936510074183,0.05100271671562662,0.038170978919500886
2020-08-31,0.051783733927075803,0.06465655041303159,0.04387928904036679,0.10699054911903938,0.027230456645032985,0.06083027512701755,0.02215288690534587
2020-09-30,-0.0619842510280424,-0.04926189763010178,-0.0442043679083304,-0.06570575251530797,0.011058572983892345,-0.04701535146445723,-0.008647579956910123
2020-10-31,-0.05998740187057883,-0.04088620177989838,-0.03993877661887481,-0.04462284189422939,-0.028851885020033885,-0.05694423050552844,-0.02765073423930593
2020-11-30,0.03577635915259185,0.08345519004429222,0.03790658797701677,0.10195595412063764,0.15079618292472352,0.08404941392912013,0.06837307323332778
2020-12-31,0.006624193745708898,0.04658550693847616,0.027904032994347308,0.036004951147967514,0.13882100749188142,0.020229351588042066,0.0467838078850728
2021-01-31,0.006856101291096246,0.023244773515168474,0.017573244070702727,0.04284908777267208,0.042353652283312115,0.013379185399963411,0.01670995799503599
2021-02-28,-0.029525093968779587,-0.01892613459297978,-0.022571722065417632,-0.02760895867865872,0.014103429677418289,0.03412590969331397,0.010937876125471929
2021-03-31,-0.01289067736664612,0.008692345978895077,0.007544983150546053,0.01898583714955457,0.011509239026276319,0.057720350980169144,0.019860848190930286
2021-04-30,0.006777211031840409,0.010022045489630779,0.006419207061442726,0.01548825813599043,0.018326341424214743,0.029022009586003872,0.013227166501188103
2021-05-31,0.004461486590946986,0.026175172054584556,0.026041189933768378,0.03826681491881548,0.010994460723092958,0.01627141113056174,0.0073222434361604576
2021-06-30,0.032893338960521414,0.021920722022815253,0.020477252999788663,0.04651901155206161,0.02654351279850231,0.03451581419063654,0.020590886168778213
2021-07-31,0.008543108337972614,0.00825058061492342,0.015124578984723296,-0.001120090844696523,-0.030882659184445216,0.03493270676777205,0.005570744733737364
2021-08-31,0.04751733066482379,0.028622468487075125,0.029359700559986657,0.03009500899566581,-0.011768803219910917,0.05084883325695633,0.01138126836458596
2021-09-30,-0.02580804587427559,-0.01509657500221121,-0.01349137056339791,-0.022697788073672974,-0.04263428818822668,-0.028674642718403143,-0.027519486379120682
2021-10-31,0.047530958521516564,0.01202435051648156,0.005965721529278706,0.02912354039123291,-0.03200898163680488,0.05208452083505266,-0.0009538455722596748
2021-11-30,0.03856981974657316,0.009946607586040776,0.014642147652111508,-0.004678688369770195,-0.03593045918180582,0.011823518862673854,0.0011097996617224885
2021-12-31,-0.00020651359409646383,0.018167205424386147,0.018924925119200083,0.027232045106980317,0.06518815490291319,0.04550105820193706,0.032925281205696495
2022-01-31,-0.051980231657328305,-0.04344976943329305,-0.04364423357650597,-0.06429151343808433,-0.08930091488266978,-0.038554929828812035,-0.04457038086761941
2022-02-28,-0.0007348758827340484,0.005921390740168805,0.0068655446142000245,0.004901637721591927,0.009793162706753566,-0.03764943151368416,-0.009220042751705177
2022-03-31,0.05047940094585536,0.03244401850468873,0.029741514745517502,0.04579401808179945,0.012976567151980811,0.04872384341589697,0.012887335363342366
2022-04-30,-0.03679418510386725,-0.022676231268400106,-0.004916957119264226,-0.023115785244314502,-0.02851795455601136,-0.041156695857963,-0.02559240637805786
2022-05-31,-0.012746355606762478,-0.0106540225307838,-0.015375925574194635,-0.00954024333642105,-0.001971259826638261,-0.02619662511297094,-0.009390741511225957
