Date,SPY,QQQ,SCHD,IWM,GLD,IEF,SHY,TLT,NVDA,MSFT,AAPL,GOOGL,AMZN,META,AVGO,TSLA,LLY,JPM,V,XOM,COST,AMD,069500.KS,229200.KS,360750.KS,133690.KS,411060.KS,261240.KS,153130.KS,148070.KS,458730.KS,005930.KS,000660.KS,005380.KS,000270.KS,035420.KS,068270.KS,207940.KS,373220.KS,051910.KS,006400.KS,105560.KS,055550.KS,012450.KS,042660.KS,009540.KS,034020.KS,028260.KS
2016-12-28,233746.60446425527,135849.53350329772,12863.921814227011,145297.70068982244,131337.41141020507,101031.05440387502,83706.33251759037,109706.29273877665,3242.0881802421063,68065.89339243062,32407.946881213225,48108.29257171787,46577.96781957522,139963.2940806225,16837.556763174478,17674.126991941128,75977.40758747421,81192.33243560791,88379.0123980008,71816.64775187708,164867.2124530971,13934.844004531857,21657.685546875,8731.5185546875,,26101.083984375,,9957.8916015625,95130.7421875,98723.0546875,,28367.001953125,40509.75,104167.6953125,27678.0546875,147354.71875,77294.0859375,231250.734375,,235228.96875,104852.640625,28862.7109375,30476.00390625,43979.47265625,38935.94921875,91446.0546875,21967.38671875,106278.8515625
2016-12-29,234442.20129445195,136090.9149707621,12916.898087245063,145891.87813041732,133488.3959384216,101665.57449486572,84063.80440996494,110447.25248219445,3317.361703989882,68186.09837626107,32503.28446766711,48160.841174740344,46304.58087300416,139726.56118294224,16861.43276011222,17322.385923250113,76742.13501963532,80877.67716092058,88695.73349913117,72086.28945317818,165518.0164201744,14027.840388540644,21670.033203125,8783.0732421875,,25773.982421875,,9962.845703125,95135.4921875,99021.796875,,28589.10546875,39929.12109375,105982.4453125,27891.23828125,149672.21875,77947.28125,229729.34375,,235228.96875,106315.7109375,28529.41796875,30142.93359375,44439.71875,38935.94921875,90206.109375,21531.998046875,106278.8515625
2016-12-30,232610.71521237493,134130.6604328081,12818.870201454498,144725.0874145776,132111.84191729128,101541.68569055945,83742.77433131635,110152.85367052257,3164.4777467013337,67081.1696946472,32115.330663520843,47336.85775561631,45190.54178532958,137588.91739638895,16501.697172570974,17170.562245918438,76411.53734536469,80915.33780749142,87976.11282880604,71714.05845609307,163783.9936349839,13667.989226881415,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,21744.12890625,8792.4482421875,,25653.72265625,,9962.845703125,95149.7734375,98988.1328125,,28636.7109375,40911.71484375,108886.0703125,28068.884765625,150058.5,78527.8828125,238096.96875,,228018.921875,103389.578125,28396.107421875,30176.236328125,45769.3359375,38935.94921875,91446.0546875,22204.873046875,106278.8515625
2017-01-03,233931.23927775398,135065.70999485347,12861.308725856594,145159.3937266348,132887.68450186774,101294.59043383878,83509.53133567236,110407.80981398094,3018.3288234164065,67423.87525405828,32143.781573715387,48171.83197894832,45330.61273335898,139479.85536589567,16615.65836105228,17401.585679745767,77350.64546588995,81636.61608465761,89469.46458625048,72073.18816428725,163075.32579969987,13749.490881021135,21916.984375,8787.759765625,,25721.068359375,,9928.1669921875,95159.2734375,99089.109375,,28938.150390625,42206.96484375,111063.8203125,28957.140625,148127.25,77366.65625,240379.0625,,236130.265625,107291.0703125,29129.337890625,30942.298828125,48019.44921875,38935.94921875,89896.1171875,22640.26171875,109242.796875
2017-01-04,235925.4321266152,136147.80342964642,12914.845614354592,147957.99173931405,133698.27041870728,101670.21754064783,83743.19416008703,111116.13047449663,3096.6574158221483,67294.04646432959,32190.013401240576,48280.81633734051,45658.334358287975,142026.7709867116,16539.57291336474,18250.14737936831,77673.40444731712,81996.60878652334,90431.94363052398,71462.74089227337,163523.53688641265,13784.69477966614,21941.681640625,8858.0615234375,,25798.029296875,,9938.0751953125,95173.5390625,98739.875,,28684.296875,41537.0,111789.7265625,29347.974609375,156431.625,77003.7734375,235054.203125,,241988.4375,105828.0,29429.29296875,31308.673828125,47763.75390625,38935.94921875,85556.3046875,21848.64453125,109242.796875
2017-01-05,233484.2559612915,135609.0646692179,12779.708704152144,144852.27759242058,134474.55838833004,101351.00482532755,83001.51330651715,111776.51343537495,2989.192769554793,66650.68337367848,32044.386940328404,48130.0193887949,46611.59394426271,143015.57506874204,16123.335865666158,18056.555856638588,77826.56949831173,80465.10243246332,90617.78128745034,69724.37876470387,165153.6437387392,13425.954707073979,21855.251953125,8881.498046875,,25499.787109375,,9789.4501953125,95192.5625,98866.109375,,28208.3515625,41938.9765625,111426.765625,29205.8515625,152762.234375,77221.515625,239618.359375,,241087.171875,109241.8125,28529.41796875,30043.009765625,48275.140625,38935.94921875,86486.265625,22323.615234375,108395.953125
2017-01-06,231602.65462240577,135212.14852276817,12631.528193434468,142647.13066914864,131935.4030456543,99720.36875768099,81971.16862178966,109466.05186065473,2994.0273224869743,66448.8952621906,32025.933250642614,48285.23339217855,46988.483302854,144567.05959585123,16147.615121018258,18025.071470583673,77005.59043535963,79541.35258963052,90804.14056498278,68877.02689332655,163158.5052808039,13364.731294973753,21949.912109375,8918.9912109375,,25629.66796875,,9843.9462890625,95202.078125,99080.7109375,,28716.033203125,42876.9140625,109611.9921875,28957.140625,154307.234375,76423.171875,239618.359375,,239735.28125,110217.1953125,28429.443359375,30176.236328125,49349.0625,38935.94921875,86796.25,22956.91015625,109242.796875
2017-01-09,234840.50189004652,138007.7819047263,12783.101581615047,144168.47762300726,135327.93204998784,101835.49492025282,83461.52069198433,112257.78997360263,3169.429570481705,67385.85335631529,32879.6421938038,49239.669527164195,47859.03043359984,148849.29633126874,16462.93415242422,18519.360364610795,78961.904307005,80976.81109588314,91861.63300598133,68915.27372432128,164091.3037721552,13800.638444572454,22003.423828125,8886.18359375,,26264.634765625,,9957.8916015625,95197.3125,98487.4296875,,29525.16015625,44261.46484375,109249.03125,28672.90234375,150444.734375,75407.1015625,235054.203125,,238383.40625,113143.3203125,28262.783203125,29876.474609375,48019.44921875,38935.94921875,86176.28125,22719.423828125,108395.953125
2017-01-10,235118.15057841688,138475.90697171167,12754.186442542356,145720.2203468196,136065.14204486087,101907.57153249532,83530.57163807005,112316.71113606915,3149.219257730525,67443.97640944645,32951.70409408305,49228.16329956055,47854.281975366175,148369.02684186772,16817.69275758788,18428.218832406215,79055.25987806544,81307.76468576863,91475.25714277849,68116.82504006475,164989.4678567499,13756.828518840019,21974.607421875,8759.6396484375,,25980.828125,,9853.8544921875,95206.828125,98579.9921875,,29541.02734375,44440.1328125,110337.890625,28779.4921875,152955.359375,75407.1015625,229729.34375,,241087.171875,113631.0,28829.376953125,29909.783203125,47456.921875,38935.94921875,86176.28125,23233.9765625,107125.6953125
2017-01-11,235406.11601382494,138626.91455011722,12768.98900025466,145744.14616961032,136268.0972290039,101860.59210439678,83436.70618448872,112514.9825829314,3105.50546587212,67949.22114328481,33075.86203225539,49378.653951182496,47965.169881109614,150204.91111338604,16683.901254896773,18387.588865783182,77883.81221934222,81788.45513615757,91879.54226463567,68704.51496795285,164603.78451596014,13446.719497566228,22369.734375,8787.759765625,,26202.107421875,,9838.9912109375,95206.828125,98550.5390625,,30366.021484375,46092.68359375,107797.203125,28637.373046875,153727.875,75407.1015625,241900.4375,,252352.9375,113631.0,28896.03515625,30176.236328125,48581.96875,38935.94921875,88036.203125,23352.71875,106702.265625
2017-01-12,232186.69992344454,136863.20711519103,12599.970147961867,143002.69718178548,135229.4038409181,100777.65228443779,82531.96843087673,111009.5983282337,3020.5148615631333,66571.87468599761,32569.04428364709,48806.46840165369,48296.04356853757,149147.7574954275,16445.64493416692,18170.671193320304,78945.97018401604,80092.71649083588,90373.45427584369,67567.59936798597,163093.66349386983,12773.842239492806,22427.3515625,8694.0263671875,,25942.337890625,,9769.6328125,95221.09375,98903.984375,,30778.515625,45199.41015625,107434.3046875,28815.025390625,154886.609375,74463.59375,238857.671875,,256859.21875,113631.0,29395.96484375,30242.85546875,48581.96875,38935.94921875,88346.1875,23431.880859375,108395.953125
2017-01-13,230281.0355655104,135892.46696003713,12476.539826171007,142529.25120369904,134164.76677851565,99504.42424692959,81628.43821081333,109323.64993466064,2988.575723806396,65968.97073025815,32171.006214884575,48377.12869096175,47995.532014687546,149589.65234597586,16417.976857695496,18619.311983764637,78371.82392679714,79676.19400657155,89206.66902279295,66867.31710677966,161374.70027716085,12428.537200415041,22369.734375,8769.013671875,,25817.271484375,,9695.3203125,95221.09375,98819.828125,,29715.55078125,44931.421875,108160.1875,28815.025390625,152569.109375,74536.1796875,232772.125,,255056.6875,114606.3671875,29229.3203125,29843.16796875,48224.00390625,38935.94921875,88036.203125,23115.232421875,108819.3828125
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,22246.25390625,8694.0263671875,,25889.427734375,,9759.724609375,95221.09375,98584.203125,,29080.939453125,44038.1640625,109249.03125,28779.4921875,153341.609375,74100.71875,230490.046875,,251001.015625,110704.875,30095.865234375,30409.38671875,47150.0859375,38935.94921875,87726.21875,23154.814453125,107972.546875
2017-01-17,230924.9297086913,136343.47043357324,12555.666033124318,141485.80910922866,136954.39778721612,100639.09765299596,82204.51628008205,111168.7105502924,2940.0673142613086,66207.33987181354,32636.1214670646,48480.0384112848,47861.336471323855,149987.0667092614,16399.410911164596,18566.373914386495,78308.42034118343,77268.3574689636,89871.93596864026,68078.47625793656,164354.55634048767,11608.909470773302,22332.689453125,8633.095703125,,25788.41015625,,9685.412109375,95230.609375,98550.5390625,,29318.916015625,44038.1640625,111426.765625,28921.615234375,153534.71875,73302.3671875,231250.734375,,251001.015625,111192.5625,30562.478515625,30875.6875,45513.640625,38935.94921875,88346.1875,23154.814453125,105855.4140625
2017-01-18,227100.9069589451,134062.37789719552,12326.180861847708,139290.49602377042,133252.65265144967,98055.01817480102,80588.58854934014,107689.59009140357,2937.5064239895437,64936.23252602201,32022.234588179737,47661.77976351045,46835.05304005556,147235.611364197,16623.264526337152,18433.650861092843,77521.78217023611,76175.14300117083,88546.8908766415,65977.63720056973,161729.36668599024,11461.096822208026,22320.345703125,8656.529296875,,25586.373046875,,9625.9619140625,95235.3671875,98609.4453125,,29303.04296875,43636.19140625,111789.7265625,29241.380859375,152182.828125,73520.1171875,232772.125,,244692.203125,109729.5,30529.146484375,30975.607421875,45820.47265625,38935.94921875,88036.203125,22640.26171875,104161.7265625
2017-01-19,229528.5732201934,135932.99512901157,12458.306789570488,140150.2959612161,135060.1888327971,99093.42996770889,81723.91669529676,108496.21329900622,3043.9180183298886,65663.60388901085,32428.039026096463,48079.18852938712,47603.51026511565,148930.8364759907,16912.652183610015,19123.623726870865,77941.9057149589,76686.52055259049,89980.35504843295,65728.48032961041,163496.6927304417,11497.239220332354,22332.689453125,8647.158203125,,25836.509765625,,9720.091796875,95235.3671875,98184.4765625,,29731.41796875,44306.14453125,110337.890625,28992.673828125,154693.5,72939.484375,232011.4375,,243790.96875,102901.890625,30362.50390625,30975.607421875,45104.53515625,38935.94921875,86796.25,22640.26171875,105008.59375
2017-01-20,229776.71436309814,135879.4993686676,12492.020469903946,140509.4144153595,135039.94108200073,98884.54207420349,81561.03730201721,107999.73993301392,3002.8519400954247,65956.55706882477,32403.66964817047,48176.03825569153,47438.86698246002,147952.14926719666,17370.777107477188,19150.12141942978,77710.18054962158,76828.17555427551,89868.70891571045,66456.2103509903,163612.36095428467,11444.0625,22299.759765625,8628.4091796875,,25754.740234375,,9645.779296875,95240.1171875,98386.453125,,29509.291015625,43904.16796875,111063.8203125,28246.53515625,151603.5,72939.484375,235814.890625,,235228.96875,104852.640625,30262.515625,30842.3828125,44388.5859375,38935.94921875,86176.28125,22323.615234375,103314.8984375
2017-01-23,229091.04177111015,135937.61341017857,12432.817366636591,139870.52999764867,135856.41372799687,99365.35174871981,81607.02332795598,109038.5156514924,3032.869615575939,66162.45169827528,32412.843524187803,49103.07521051448,47980.93337838445,150095.6744981911,17356.84943324211,19470.52411141107,77184.8408349622,76835.44319468923,90174.56104335934,65719.16552679706,162324.76198755577,11627.40330485534,22279.18359375,8562.7939453125,,25543.080078125,,9606.1455078125,95254.390625,98689.3984375,,30191.49609375,45378.0625,108160.1875,27997.826171875,148899.703125,72939.484375,236575.59375,,239284.65625,103877.265625,29829.240234375,30376.080078125,45053.390625,38935.94921875,85866.2890625,22086.130859375,102044.625
2017-01-24,228467.0099809058,135610.1232390916,12393.755944532342,140723.15063680243,134018.66441127006,98089.60130977817,80818.49338637851,107308.44062346313,3069.3992355910013,66145.04412138509,32089.216515027685,48951.24543480016,47810.49621994328,149240.86245392263,17807.128906764206,19734.822596582817,75011.11541332677,77056.6279631462,90530.7528833067,65214.587916887365,161502.61922995746,12138.065767015447,22283.298828125,8506.5517578125,,25615.23828125,,9606.1455078125,95259.140625,98731.4609375,,30270.828125,46092.68359375,106345.40625,27287.22265625,146968.484375,72286.3046875,235814.890625,,237031.515625,107291.0703125,30062.546875,30176.236328125,44081.75390625,38935.94921875,86486.265625,22086.130859375,104585.15625
2017-01-25,231510.89120431617,137608.98339463398,12533.788208491635,142705.6318822261,133529.19259276427,98055.28863826953,81173.23034388758,106451.93920310959,3096.818569839932,66618.50342910085,32750.945979034994,49694.12062129006,48854.02425488923,152376.82107400522,18317.43252297514,19815.239753164817,75358.21914937347,78610.21571996994,91681.83803781122,65708.85833861213,162715.8901074417,12089.111248790752,22365.619140625,8478.431640625,,25889.427734375,,9606.1455078125,95273.40625,98630.484375,,31254.466796875,46182.01171875,103078.8203125,26647.681640625,147354.71875,72576.609375,235814.890625,,237482.125,109729.5,30862.427734375,30509.3125,42649.859375,38935.94921875,83696.3828125,21611.16015625,105855.4140625
2017-01-26,229928.4187683016,136953.21413602307,12415.787144491682,141309.78199248388,131524.3111867737,97617.72851348296,80712.30176426098,106191.2706235461,3131.9977378778276,66846.02159973979,32577.147633729503,49321.47826205939,48723.56739132386,152991.47011470795,18363.265576941893,19548.650579128414,74651.15213519521,78808.68658925593,90433.36247268878,65527.01000989694,161703.73757597432,12216.455834317021,22546.71484375,8548.732421875,,26024.1171875,,9551.6494140625,95263.8984375,98180.265625,,31651.1015625,47611.23828125,103441.7890625,26825.330078125,145423.46875,72721.7734375,244943.21875,,243340.3125,113143.3203125,31462.349609375,30809.068359375,42854.41015625,38935.94921875,84626.34375,22244.453125,107125.6953125
2017-01-27,231427.72746280208,138326.86791239958,12519.254030240816,141964.89262896776,132859.3407865325,98530.98153906222,81404.84118929226,107437.96819276921,3218.4221177566214,68970.94218994072,32843.81607004232,49027.81899215374,48920.54716779152,153534.2801315952,18651.690293244552,19741.398489649175,76063.31971665379,79612.17230096832,91746.64710683655,65988.56575768162,161017.00455875695,12491.04945821152,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,231353.88660980947,138061.73776269704,12524.372347765951,140813.02286190726,134211.07065502927,99085.8756801216,81886.7275991952,107748.71768802311,3186.784418794705,68693.6718180268,32951.54677778436,48080.762284437194,48892.774572290014,153041.06245214492,18535.012311043683,19676.12674051104,75823.36170927621,79254.28781002108,92212.64027574286,65874.63554834621,163159.5169298686,12494.33533666993,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,229685.4593399167,136803.55099398643,12375.204365081154,140788.3846737221,135102.21455447376,98718.22603340447,81322.54375409335,107725.54582433403,3139.922718710033,67701.57151838765,32641.46315107122,47527.28503121808,48141.05068187043,151185.02440930903,18066.083321519196,19637.271649077535,77631.35953956842,77409.11758883297,90472.7677776143,64657.67122255266,162691.651808694,12124.707161116414,22423.232421875,8534.671875,,25841.326171875,,9586.3291015625,95268.65625,98365.3984375,,31302.064453125,47968.54296875,101264.0625,25866.015625,146389.109375,72721.7734375,244943.21875,,236130.265625,112655.625,31329.0390625,30575.919921875,42649.859375,38935.94921875,82146.4609375,21729.90234375,106702.265625
2017-02-01,225853.6837387085,135396.45402908325,12107.8384912014,138303.0731010437,132393.59649276733,96847.02183151245,79906.8337802887,105231.789270401,3221.160849571228,65444.444231033325,34040.73993206024,46433.98934555054,47828.91222572327,151922.34145355225,18130.620634794235,19095.93710565567,76870.73644638062,76375.31352806091,88637.95798110962,62834.15563106537,157875.81629562378,13859.955482244492,22489.087890625,8647.158203125,,25831.703125,,9561.5576171875,95278.1640625,98382.2421875,,31032.357421875,48236.515625,101264.0625,25937.07421875,148899.703125,72576.609375,247985.984375,,245593.453125,115094.0546875,31862.298828125,30709.15234375,44695.421875,38935.94921875,86486.265625,22600.681640625,107549.109375
2017-02-02,226533.4644296728,135595.5355316829,12150.341122065904,138279.24705733173,133441.87812518328,97111.60793546773,80122.9827598799,105434.76975613274,3269.5281756938202,65175.185908507556,34062.41706108954,46715.48060404416,48379.01965630334,149547.5924418941,18205.336717356462,19318.201208473183,76842.80105535127,76230.3091116324,88695.30367719196,63369.05930125713,164396.20903204381,14145.945092786802,22402.6640625,8539.3583984375,,25586.373046875,,9467.4287109375,95297.1875,98348.5859375,,31222.75390625,47164.61328125,98723.390625,25368.591796875,149092.84375,73012.078125,260917.765625,,247395.953125,115581.75,31562.337890625,30675.845703125,43877.19140625,38935.94921875,87106.234375,22363.197265625,108819.3828125
2017-02-03,226263.4304943122,134893.09985423833,12108.564907991095,139264.92626273446,132701.7421910707,96405.41332668625,79451.41184166633,104544.17760369927,3214.8867888720124,65173.80435963813,33933.483822413255,46446.27365085669,46290.77310398873,148505.45025219023,18245.890072318725,19146.31814015098,76068.17537582107,77933.50192575343,92024.14520640485,62928.015184437856,163241.04178256541,13986.647140800487,22419.123046875,8520.6123046875,,25682.58984375,,9472.3828125,95316.203125,98256.0078125,,31302.064453125,47968.54296875,99812.25,25688.361328125,149479.125,73665.25,263199.84375,,248297.28125,115581.75,31695.6484375,30775.767578125,42598.71875,38935.94921875,87106.234375,22561.1015625,108819.3828125
2017-02-06,224882.49503079802,134470.2437738143,12042.330385191599,137619.42202472128,133914.34967724606,96446.5667433478,79192.20946268179,104722.02778605744,3282.9858400986996,64851.30494750105,34103.51038579596,46329.502182323486,45945.02467963379,149082.6891873218,18202.258059218293,19552.027561923023,76327.74898765609,77231.64980229922,91360.20520310849,62483.47300151829,161289.61661143228,15507.669063311769,22472.62890625,8581.5419921875,,25528.654296875,,9393.1162109375,95311.4609375,98373.828125,,31381.400390625,47968.54296875,99086.34375,25510.712890625,150444.734375,73592.6875,256353.609375,,250099.796875,118995.546875,31928.958984375,30942.298828125,43212.38671875,38935.94921875,88966.1640625,22917.328125,108395.953125
2017-02-07,223894.1167294979,134362.81052201986,12013.765918635763,136403.4289285913,133048.1109746918,96191.75865318626,78822.10181757808,105023.53810958564,3319.120852567721,64350.39084509015,34275.272200917825,46551.0721427761,46016.34216308594,148173.69335964322,18064.442201633938,19443.343438785523,75862.05532442778,76844.5951423049,90901.71138536185,61802.89527410641,161044.83966641128,15053.71533764992,22452.0546875,8548.732421875,,25730.685546875,,9442.6572265625,95311.4609375,98689.3984375,,30794.3828125,47611.23828125,100901.09375,26043.662109375,154500.359375,72939.484375,260917.765625,,246044.125,119970.9140625,31962.27734375,30775.767578125,43877.19140625,38935.94921875,88966.1640625,22561.1015625,108819.3828125
2017-02-08,226046.02836648189,135701.92252947018,12130.08732824889,137290.12916742545,134984.79890283197,97384.48229021206,79550.6894600708,107334.2545659244,3332.0285038357542,64791.78855257202,34693.4150384448,46973.767214098014,46809.53893277282,152076.4254173562,18300.879497517133,19954.770912854,76894.53499795962,76802.55496147368,90918.00514954235,61904.99127350701,163692.01575438306,15486.876148189534,22345.037109375,8548.732421875,,25850.9453125,,9457.5205078125,95320.9765625,98571.578125,,30461.203125,48772.48828125,100901.09375,26150.2578125,153534.71875,73157.2265625,247985.984375,,243790.96875,119483.2421875,31495.68359375,30675.845703125,42649.859375,38935.94921875,89586.125,22561.1015625,107972.546875
2017-02-09,227888.78301467,136495.91695220955,12207.142969375825,139529.5284616379,134252.48027522583,97018.8839725731,79660.31025908608,106330.25655217562,3276.5963942513044,65672.88223274099,35021.206761881476,47087.62680161698,47007.25486767944,152343.7934748754,18203.853337547625,20542.113570588175,76659.71730588283,78082.37956803292,91643.33901396766,62315.67839299748,166527.32867071778,15360.800421800232,22377.96484375,8548.732421875,,25870.18359375,,9457.5205078125,95325.7265625,98870.3203125,,30461.203125,47075.26953125,101627.0,25937.07421875,151989.734375,72866.921875,244943.21875,,245142.796875,122897.0390625,31728.98046875,31075.52734375,42291.88671875,38935.94921875,90826.078125,23313.13671875,106702.265625
2017-02-10,229845.40939916857,137580.34174169227,12291.628668576479,141239.26682687458,135229.41826490778,97402.47356693912,80019.0065602921,106759.76645653881,3213.675672881829,65914.6018182789,35103.34797028452,47578.23390012933,47575.229107445106,153104.93432991207,18304.019241288537,20639.35288858437,77103.19083199091,78263.30400162097,92411.14883407485,63123.873196814675,168314.6421910599,15615.778176428983,22419.123046875,8581.5419921875,,26120.328125,,9487.2451171875,95330.4765625,98369.6171875,,30429.478515625,44663.44921875,102352.9375,26150.2578125,153534.71875,73882.9921875,240379.0625,,253254.15625,121921.6640625,31862.298828125,31641.74609375,40911.13671875,38935.94921875,91136.0625,23550.623046875,107972.546875
2017-02-13,230145.82329668105,137788.95489012357,12302.569968243479,141025.41307567153,133757.03376824968,96854.37714349944,79670.96231992822,105986.07672157232,3052.854951514746,66381.96523318067,35268.54579489562,47615.78929190291,47898.873446644284,152316.09403445385,18334.27176280995,21422.50185844372,77282.90473813657,78971.65914061479,92609.55206388608,63229.88055058289,167583.3033421263,15448.478662449634,22431.470703125,8604.9755859375,,26206.9140625,,9502.107421875,95330.4765625,98365.3984375,,30112.18359375,45288.73046875,101264.0625,26221.314453125,153534.71875,73737.8359375,240379.0625,,251902.28125,120946.2890625,31962.27734375,31375.291015625,41678.21875,38935.94921875,91756.03125,24065.173828125,106278.8515625
2017-02-14,231775.54277693853,138676.40547761694,12365.618433034979,141929.34930296615,134317.48564108275,96800.66934870556,79859.13290148601,105543.50362215191,3073.541345530248,66834.40019593108,35836.109076603316,47823.066325020045,48038.057572976686,152556.31371177733,18267.850771773374,21517.44788849028,78557.08248838782,80481.45638424903,93334.82446200214,63286.66994855739,169730.9169200249,15231.761615455616,22369.734375,8572.16796875,,25995.25390625,,9388.162109375,95335.234375,98550.5390625,,29810.734375,43278.88671875,101627.0,26292.375,148706.59375,72939.484375,238096.96875,,249649.171875,122409.359375,31995.61328125,31475.216796875,41985.05859375,38935.94921875,91136.0625,23669.365234375,106702.265625
2017-02-15,230807.15970164537,138192.1327273175,12319.446255885065,141443.41713475436,133653.39393933117,95712.38048800081,79084.36250135303,104075.52495189756,3050.9618091897573,66168.527363047,35629.886069955304,47223.09409599379,47947.94104407355,150667.03789937496,18155.224292255938,21223.71250761859,79244.57044171542,80645.91458337009,93374.15892519802,62952.34406127781,169470.77747485042,15134.867697517388,22439.701171875,8675.2783203125,,26120.328125,,9412.9326171875,95335.234375,98500.0625,,29921.787109375,42787.578125,105619.5078125,26541.087890625,149285.96875,73665.25,244182.515625,,254155.453125,123872.4140625,31295.70703125,31142.14453125,42752.13671875,38935.94921875,91756.03125,23748.52734375,106702.265625
2017-02-16,229625.74612969533,137559.37614911702,12288.961214596638,140445.81071064342,133796.44719195552,95686.68457084801,78783.92987217288,104197.27925747167,2989.1569206154963,65875.70875594858,35435.82969055395,47293.77513837535,47824.75149946287,150473.25965306722,18269.87121737562,20316.48290805053,78699.67700075824,80248.30978675745,92837.30190824252,62035.25695614284,169470.16416471452,14696.306985919946,22427.3515625,8675.2783203125,,26331.98828125,,9412.9326171875,95354.25,98588.40625,,30159.765625,44306.14453125,109249.03125,26718.73828125,150058.5,73810.4140625,241900.4375,,247846.609375,119970.9140625,31295.70703125,31242.060546875,42036.19140625,38935.94921875,91136.0625,22838.166015625,107125.6953125
2017-02-17,231607.4725061059,139128.34485581238,12392.220429580193,141343.44438201562,134282.2895767456,96617.72763403505,79395.12662678026,105554.01375441905,3009.648496562935,66442.48229971575,35782.94702089741,47874.551402103156,48214.624082182534,151182.02046429366,18595.62606218015,20709.079437436536,79600.48654410336,80545.63490919303,93544.58076325245,62062.2368360837,170770.44363324344,14982.379953584285,22427.3515625,8694.0263671875,,26375.27734375,,9462.474609375,95354.25,98723.0546875,,30032.84765625,45020.75,109249.03125,26967.447265625,150637.859375,73229.8046875,244182.515625,,249649.171875,120946.2890625,31529.01171875,31341.978515625,42087.33203125,38935.94921875,89896.1171875,22165.29296875,105008.59375
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,22501.439453125,8708.0849609375,,26625.4140625,,9477.3369140625,95354.25,98415.9140625,,30667.455078125,44574.1171875,108886.0703125,26860.861328125,150830.96875,73157.2265625,244943.21875,,251001.015625,120458.6171875,31562.337890625,30942.298828125,42394.1640625,38935.94921875,92066.0234375,21809.064453125,104161.7265625
2017-02-21,233574.78377223015,140167.12595410645,12490.51878228318,142810.49980457872,134701.28540039062,96815.61501529068,79604.95769068599,105635.6849103421,3125.2949236368295,66476.15115199238,36132.2972445935,48149.58912840113,48986.6518413648,151779.25516940653,18849.891500426456,21154.869754696265,79771.60481207073,81446.98702994734,94273.92785232514,62317.80624775216,172252.8149536997,16015.439453125,22707.234375,8736.2080078125,,26577.3125,,9457.5205078125,95368.515625,98129.7890625,,30889.572265625,45467.38671875,109611.9921875,27002.98046875,152569.109375,73302.3671875,251789.453125,,250550.421875,121921.6640625,31695.6484375,31341.978515625,42598.71875,38935.94921875,95785.8671875,21611.16015625,106702.265625
