,000270.KS,000660.KS,005380.KS,005930.KS,006400.KS,009540.KS,012450.KS,028260.KS,034020.KS,035420.KS,042660.KS,051910.KS,055550.KS,068270.KS,069500.KS,105560.KS,133690.KS,148070.KS,153130.KS,207940.KS,229200.KS,261240.KS,360750.KS,411060.KS,458730.KS,AAPL,AMD,AMZN,AVGO,COST,GOOGL,JPM,LLY,META,MSFT,NVDA,TLT,TSLA,V,XOM
2020-01-31,0.06444919386731161,0.055868362188981,,0.06505283297304382,,,,,,0.054158263823054685,,,,,0.08663683473895172,,0.07993964784026765,1.0000000000175147e-06,9.999999999999997e-07,0.037543477695940165,0.06844259104320057,1.0000000000044918e-06,0.10631477513785498,1.0000000000165186e-06,0.11589133727507102,0.06525737359132855,0.030733198751211683,,,,,,,,0.08980687892563168,0.029042396050674376,1.0000000000427218e-06,0.05085783609747634,,
2020-02-29,0.06252718629295834,0.05724584243533666,,0.06674029749286546,,,,,,0.05619059385509026,,,,,0.08614499878009,,0.07745381236314895,1.0000000000003305e-06,1e-06,0.0381863148196449,0.07056740029900282,1e-06,0.10316603802402337,1.0000000000006854e-06,0.10926904034927185,0.06228256037164059,0.03180701645702764,,,,,,,,0.09137808669622971,0.033178457051992724,1.000000000023393e-06,0.0538573547116767,,
2020-03-31,,0.056708372204391816,,0.06427331982464905,0.06983921839102616,,,,,0.060975504701867994,,,,,0.0819354294912185,,0.07536966195053002,1.00000000001392e-06,1.0000000004677718e-06,0.041330778268244946,0.07416162170200097,1.0000000000065975e-06,0.08649670772248817,1e-06,0.09194750746969234,0.05786684000393955,0.03322045889734275,,,0.1293071983771362,,,,,,0.03243558588680153,1.0000000000015587e-06,0.04412679510866963,,
2020-04-30,,0.03261769417232977,,0.03745155908504542,,,,,,0.028151373752181623,,,,0.029160666457979018,0.043537438983115226,,0.03860818969346177,1.0000000000000002e-06,0.24999999999999997,0.020301144315086766,0.03667553759135193,1.000000000038114e-06,0.043671795851221815,0.19162901550674108,0.045993310748469345,,0.015607612938144732,,,0.06404320375644108,,,0.08500485510737592,,,0.02042255339719379,1.0000000000000002e-06,0.01712104864386079,,
2020-05-31,,0.033596577784269346,,0.036124584103003954,0.028269891227625122,,,,,0.026184418346828765,,,,,0.042105943008406754,,0.03565900719332927,1e-06,0.1499979999999984,0.020982309857868062,0.03926959883171647,0.1999999999999999,0.03935481246799789,0.15000000000000083,0.04253648739684117,,0.015326889253992655,0.025442690820910708,,,,,0.07994919627033016,,,0.01990894082417709,1e-06,0.015288652612703504,,
2020-06-30,,,,0.047469958099650114,0.03515746198617234,,,,,0.029480706002862695,,,,0.031018037455305222,0.050080750696584554,,0.04394076440444693,1.000000000008008e-06,0.23526872149448255,0.022645942347212244,0.03967960817639329,1.0000000000000002e-06,0.05257261338104522,0.20000000000000007,0.05745556616502861,0.0349496600720899,,0.02960291008867738,,,,,,,0.04974245508798166,0.02210135546397195,1.000000000021486e-06,0.018830489078095227,,
2020-07-31,,,,,0.043112044930037126,,,,,0.03744803293786638,,0.04020743576043136,,0.04066451001289504,0.06401418505800671,,0.055675496442835926,1.0000000000002138e-06,0.09741014198296338,0.03223020786989088,0.04786449114283371,1e-06,0.06825539494758379,0.2,0.07476386407631902,0.04308024599996936,,0.03680732666907662,,,,,,,0.06749364333563995,0.0282078051086241,1.0000000000133308e-06,0.02276217372502663,,
2020-08-31,,,,,,,,,0.013990902295305845,0.034419271685061134,,0.034014855105002816,,0.03826423150157311,0.0581491625394706,,0.05053481050086785,1.000000000004561e-06,0.2253672758402027,0.031586742172261525,0.04269527091890253,1.000000000000803e-06,0.06322624935420133,0.2,0.07176997845636755,0.03845470011868847,0.020744636676636515,0.03346355864173718,,,,,,,,0.025233934021501644,1.000000000014e-06,0.01808142017221927,,
2020-09-30,,,,,0.046791878885089115,,,,0.01701456484079064,0.04336414676497016,,0.03942936210246159,,,0.07680694452945705,,0.05969656684557748,1.000000000001544e-06,0.09494903328384083,0.04159769228868201,0.060029408304852434,1.0000000000044952e-06,0.07200155082946744,0.2,0.08301759336631963,0.04320198709597166,0.02557047591118068,0.04257897894567846,,,,,,,,0.03267921736113805,1e-06,0.021267598644522805,,
2020-10-31,,,,,0.052130132435860545,,,,0.01932304701583183,0.04868870444993358,,0.04230624570086815,,,0.08421638226872785,,0.06317210480035296,1e-06,0.039852809794505194,0.046041044761468766,0.06386905686649415,1e-06,0.07531471181634943,0.2,0.08963370339159549,0.045570663788151645,0.026592750284065488,0.04585634060528951,,,,,,,,0.03495192451585899,1e-06,0.022477377504646408,,
2020-11-30,,,0.03382108281996159,,0.04022979364314402,,,,0.015720057462373524,,,0.03235238049252586,,,0.06609247201722478,,0.052869784162641646,1e-06,0.12304623472206795,0.04300021908318945,0.0526718731599598,1.0000000000007807e-06,0.060521096757232856,0.2,0.06913166416566101,0.03831034206533045,0.022401844916832836,,,0.10137803958175859,,,,,,0.030510878612022393,1e-06,0.017939236338073296,,
2020-12-31,0.03596048331443338,,0.03295378019618998,,0.040021894762191035,,,,0.01641992698508702,,,0.03441363406531546,,,0.06290680704612928,,0.05520518842693417,1.0000000000006587e-06,0.09659107443504564,,0.05442133102881673,9.999999999999997e-07,0.06111602128065635,0.19999999999999996,0.06786617605181734,,0.024064589471696977,,0.05804506280750645,0.10617146895136066,,,,,,0.03432180051239064,1.0000000000088978e-06,0.019517760664428813,,
2021-01-31,0.03481480729742877,,,0.05568601145599931,0.03631965540967051,,,,0.01679001860532868,,,0.03346520724539333,,,0.05737365160651036,,0.05316131492716121,1.0000000000013664e-06,0.08434187177353217,,0.05565970566833562,1.0000000000000002e-06,0.058975958978634974,0.20000000000000004,0.06515665758502262,0.03739962845586157,,,0.05265148106190217,0.10564873041301129,,,,,,0.034277145565075065,1.0000000000041593e-06,0.01827515395113239,,
