,000270.KS,000660.KS,005380.KS,005930.KS,006400.KS,009540.KS,012450.KS,028260.KS,034020.KS,035420.KS,042660.KS,051910.KS,055550.KS,068270.KS,069500.KS,105560.KS,133690.KS,148070.KS,153130.KS,207940.KS,229200.KS,261240.KS,360750.KS,411060.KS,458730.KS,AAPL,AMD,AMZN,AVGO,COST,GOOGL,JPM,LLY,META,MSFT,NVDA,TLT,TSLA,V,XOM
2018-12-31,,,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,,0.04999999999999999,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-01-31,0.04999999999999999,,,,,0.04999999999999999,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,
2019-02-28,0.04999999999999999,,,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-03-31,0.04999999999999999,,,,,,0.04999999999999999,,,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-04-30,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,,,,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-05-31,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,,,,,,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-06-30,0.04999999999999999,,0.04999999999999999,0.04999999999999999,,,,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,,0.04999999999999999,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-07-31,0.04999999999999999,,0.04999999999999999,,,,0.04999999999999999,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-08-31,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,,,,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,,,,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
2019-09-30,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,,,0.04999999999999999,,,,,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,,,,0.04999999999999999,0.04999999999999999,,,,0.04999999999999999,0.04999999999999999,,0.04999999999999999,,0.04999999999999999,
