,CAGR,Vol,Sharpe,MDD,Calmar,AvgIC,RejectHit
Core_InvVol_All,0.20086471893017754,0.10138277274123936,1.675296635953981,-0.10017638187991673,2.005110537641076,,
ETF_Only_Core,0.13980575163689157,0.0742735113806004,1.5435317050237947,-0.08521602929877281,1.64060391909043,,
Reject_EW,0.24649217715602578,0.16974353579133572,1.2769614068533979,-0.17505911114118355,1.4080511179862676,0.02934586564420856,0.4318181818181818
Reject_InvVol,0.1857137251886567,0.11540280924928381,1.3730316535205893,-0.1142681605988436,1.6252447244743358,0.02934586564420856,0.4318181818181818
IC_Gated_RejectInvVol,0.1776121363757679,0.11201369599212907,1.3492611475970477,-0.11256960071347,1.5777984042766082,0.02934586564420856,0.4318181818181818
TopScore_InvVol,0.19336614176519284,0.14919528233219034,1.1344965505249114,-0.16468136980055237,1.1741834671364524,0.02934586564420856,0.4318181818181818
EqualWeight_All,0.29399885087081445,0.15956503298110652,1.587217885188589,-0.1464842004273239,2.007034547160449,,
BM_KODEX200,0.2592165210168904,0.3052581969499668,0.8375918268369307,-0.34323161275119607,0.7552233284665214,,
