,CAGR,Vol,Sharpe,MDD,Calmar,AvgIC,HitIC
DL_TinyMLP,0.1321945839804597,0.16347606404813536,0.7227223193183514,-0.2927932609603623,0.45149462643662386,0.0021216314881582006,0.48863636363636365
ML_RidgeAlpha,0.18696213454312982,0.14682341383284658,1.1134541896809542,-0.16054960709834298,1.1645131864359415,,
EqualWeight_All,0.29399885087081423,0.1595650329811064,1.5872178851885879,-0.1464842004273238,2.007034547160449,,
BM_KODEX200,0.2592165210168904,0.3052581969499667,0.8375918268369307,-0.34323161275119596,0.7552233284665216,,
