,CAGR,Vol,Sharpe,MDD,Calmar
ETF_Only_Core,0.13980575163689157,0.0742735113806004,1.5435317050237947,-0.08521602929877281,1.64060391909043
Regime_Overlay,0.14189584395088906,0.07454007233205849,1.5631148094740568,-0.0854016387807317,1.661511956640621
BM_KODEX200,0.2592165210168904,0.3052581969499668,0.8375918268369307,-0.34323161275119607,0.7552233284665214
