ticker,weight,name,asset_class
IEF,0.18221821600595506,미국채7-10년 ETF,bond
TLT,0.16778178399404492,미국채20년+ ETF,bond
229200.KS,0.15390081785188842,KODEX 코스닥150,kr_equity_etf
009540.KS,0.15,HD한국조선해양,kr_stock
411060.KS,0.11097420344285051,ACE KRX금현물,gold
051910.KS,0.10246238363128958,LG화학,kr_stock
042660.KS,0.07414289658118457,한화오션,kr_stock
034020.KS,0.05851969849278694,두산에너빌리티,kr_stock
