,DL_TinyMLP,ML_RidgeAlpha,EqualWeight_All,BM_KODEX200
2025-01-31,0.034297160624405916,0.0692256762007885,0.0393212323526181,0.0466179930328962
2025-02-28,0.016656378876439882,0.0227086348049191,0.0040946302929019,0.0100164094229122
2025-03-31,-0.020913453974474777,-0.0262316235485141,-0.0317999144620896,0.0025162013572626
2025-04-30,0.011996418396232913,-0.0093367765021374,0.0098152884282747,0.0147966355162283
2025-05-31,0.02622203096815199,0.0185230704409308,0.03119422108347,0.0649771193625807
2025-06-30,0.06288587736288431,0.0483988470238884,0.0768744428119466,0.1538462800614972
2025-07-31,0.03988701178876727,0.0450145990452415,0.0708919058978004,0.0576039998748616
2025-08-31,-0.003987144708804601,0.0021194519628077,-0.001180112850777,-0.0165054433703395
2025-09-30,0.03718467023623815,0.0416676324492224,0.0623479112676116,0.1026620738105303
2025-10-31,0.08224022315268958,0.0642573331426767,0.1272737230511958,0.2236213086694132
2025-11-30,-0.01325902115733457,0.0163745143820731,-0.0050264396300793,-0.0429099484383221
2025-12-31,0.03143114006905284,-0.0083039138418936,0.0042939256982079,0.094249833449872
2026-01-31,0.17247229873124928,0.0868222001425546,0.1025667030628873,0.2708148472465774
2026-02-28,0.02976940497018774,0.0196595484842164,0.0548044838644133,0.2175149968810954
2026-03-31,0.011788274163996915,0.0136505487809003,-0.0624219261828304,-0.1985762550314732
2026-04-30,0.05092782324018326,0.0547025172561695,0.1359587735902497,0.3303651850269
2026-05-31,-0.04517662334843735,0.0485739839957294,0.0714147016714712,0.3494319603623441
